,Substrate SMILES,Alkene SMILES,Acid SMILES,Temp /C,ee
191,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%36[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%37=CC=C(C)C=C%37)=O)C(C(O)=O)N%36C(C%38=CC=C(C)C=C%38)=O,25,
192,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]4[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C5=CC=CS5)=O)C(C(O)=O)N4C(C6=CC=CS6)=O,25,
193,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(F)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1F)=O,25,
194,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C([N+]([O-])=O)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1[N+]([O-])=O)=O,25,
195,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=COC=C2C)=O)C(C(O)=O)N1C(C1=COC=C1C)=O,25,
196,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(OC)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1OC)=O,25,
197,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C)C(C=CC=C3)=C3O2)=O)C(C(O)=O)N1C(C1=C(C)C2=C(C=CC=C2)O1)=O,25,
198,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%68[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%69=CC=C(OC)C=C%69)=O)C(C(O)=O)N%68C(C%70=CC=C(OC)C=C%70)=O,25,
199,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=COC(C)=C2)=O)C(C(O)=O)N1C(C1=COC(C)=C1)=O,25,
200,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%56[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%57=CC=CC(Cl)=C%57)=O)C(C(O)=O)N%56C(C%58=CC(Cl)=CC=C%58)=O,25,
201,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C)C=CS2)=O)C(C(O)=O)N1C(C1=C(C)C=CS1)=O,25,
202,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%89[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%90=CC=CC(C(C)(C)C)=C%90)=O)C(C(O)=O)N%89C(C%91=CC(C(C)(C)C)=CC=C%91)=O,25,
203,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C#N)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C#N)=O,25,
204,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C)OC(C)=C2)=O)C(C(O)=O)N1C(C1=C(C)OC(C)=C1)=O,25,
205,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%59[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%60=CC=CC(Br)=C%60)=O)C(C(O)=O)N%59C(C%61=CC(Br)=CC=C%61)=O,25,
206,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(CCCCC)=O)C(C(O)=O)N1C(CCCCC)=O,25,
207,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(I)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1I)=O,25,
208,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(Cl)SC(Cl)=C2)=O)C(C(O)=O)N1C(C1=C(Cl)SC(Cl)=C1)=O,25,
209,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(C)=CS2)=O)C(C(O)=O)N1C(C1=CC(C)=CS1)=O,25,
210,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C)=O,25,
211,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%74[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%75=CC=C(C#N)C=C%75)=O)C(C(O)=O)N%74C(C%76=CC=C(C#N)C=C%76)=O,25,
212,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(Br)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1Br)=O,25,
213,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%71[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%72=CC=CC(C#N)=C%72)=O)C(C(O)=O)N%71C(C%73=CC(C#N)=CC=C%73)=O,25,
214,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CSC=C2Br)=O)C(C(O)=O)N1C(C1=CSC=C1Br)=O,25,
215,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(C)=CC(C)=C2)=O)C(C(O)=O)N1C(C1=CC(C)=CC(C)=C1)=O,25,
216,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C3=CC=CC=C3)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C1=CC=CC=C1)=O,25,
217,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=COC3=C2C=CC=C3)=O)C(C(O)=O)N1C(C1=COC2=C1C=CC=C2)=O,25,
218,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%53[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%54=CC=CC(F)=C%54)=O)C(C(O)=O)N%53C(C%55=CC(F)=CC=C%55)=O,25,
219,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)=O)C(C(O)=O)N1C(C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)=O,25,
220,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%42[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%43=CC=C(C(C)C)C=C%43)=O)C(C(O)=O)N%42C(C%44=CC=C(C(C)C)C=C%44)=O,25,
221,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C3=CC=CC=C3)OC(C)=C2)=O)C(C(O)=O)N1C(C1=C(C2=CC=CC=C2)OC(C)=C1)=O,25,
222,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C=CC=C3)C3=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC2=C1C=CC=C2)=O,25,
223,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(C)=C(C)O2)=O)C(C(O)=O)N1C(C1=CC(C)=C(C)O1)=O,25,
224,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%77[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%78=CC=CC([N+]([O-])=O)=C%78)=O)C(C(O)=O)N%77C(C%79=CC([N+]([O-])=O)=CC=C%79)=O,25,
225,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%62[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%63=CC=CC(I)=C%63)=O)C(C(O)=O)N%62C(C%64=CC(I)=CC=C%64)=O,25,
226,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=COC=C2)=O)C(C(O)=O)N1C(C1=COC=C1)=O,25,
227,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(CCCC3)=C3S2)=O)C(C(O)=O)N1C(C1=CC2=C(CCCC2)S1)=O,25,
228,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(C=CC=C3)=C3O2)=O)C(C(O)=O)N1C(C1=CC2=C(C=CC=C2)O1)=O,25,
229,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C(C)C)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C(C)C)=O,25,
230,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=C(C)O2)=O)C(C(O)=O)N1C(C1=CC=C(C)O1)=O,25,
231,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=C(Br)S2)=O)C(C(O)=O)N1C(C1=CC=C(Br)S1)=O,25,
232,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=C(C)S2)=O)C(C(O)=O)N1C(C1=CC=C(C)S1)=O,25,
233,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=C(C=CC=C3)C3=C2)=O)C(C(O)=O)N1C(C1=CC(C=CC=C2)=C2C=C1)=O,25,
234,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%83[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%84=CC=CC(CC)=C%84)=O)C(C(O)=O)N%83C(C%85=CC(CC)=CC=C%85)=O,25,
235,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(Br)C=CS2)=O)C(C(O)=O)N1C(C1=C(Br)C=CS1)=O,25,
236,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%24[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%25=CC=C(Br)C=C%25)=O)C(C(O)=O)N%24C(C%26=CC=C(Br)C=C%26)=O,25,
237,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%65[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%66=CC=CC(C(F)(F)F)=C%66)=O)C(C(O)=O)N%65C(C%67=CC(C(F)(F)F)=CC=C%67)=O,25,
238,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=C(C#N)O2)=O)C(C(O)=O)N1C(C1=CC=C(C#N)O1)=O,25,
239,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(CC2=CC=CC=C2)=O)C(C(O)=O)N1C(CC1=CC=CC=C1)=O,25,
240,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CSC(C)=C2)=O)C(C(O)=O)N1C(C1=CSC(C)=C1)=O,25,
241,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=C(C3=CC=CC=C3)O2)=O)C(C(O)=O)N1C(C1=CC=C(C2=CC=CC=C2)O1)=O,25,
242,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%21[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%22=CC=C(Cl)C=C%22)=O)C(C(O)=O)N%21C(C%23=CC=C(Cl)C=C%23)=O,25,
243,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%86[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%87=CC=CC(C(C)C)=C%87)=O)C(C(O)=O)N%86C(C%88=CC(C(C)C)=CC=C%88)=O,25,
244,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%97[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%98=CC=CC(OC)=C%98)=O)C(C(O)=O)N%97C(C%99=CC(OC)=CC=C%99)=O,25,
245,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C(C)(C)C)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C(C)(C)C)=O,25,
246,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C)C=CO2)=O)C(C(O)=O)N1C(C1=C(C)C=CO1)=O,25,
247,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%27[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%28=CC=C(I)C=C%28)=O)C(C(O)=O)N%27C(C%29=CC=C(I)C=C%29)=O,25,
248,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]7[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C8=CC=CC=C8)=O)C(C(O)=O)N7C(C9=CC=CC=C9)=O,25,
249,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CSC3=C2C=CC=C3)=O)C(C(O)=O)N1C(C1=CSC2=C1C=CC=C2)=O,25,
250,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%48[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%49=CC=C(C%50=CC=CC=C%50)C=C%49)=O)C(C(O)=O)N%48C(C%51=CC=C(C%52=CC=CC=C%52)C=C%51)=O,25,
251,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C(F)(F)F)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C(F)(F)F)=O,25,
252,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=C([N+]([O-])=O)O2)=O)C(C(O)=O)N1C(C1=CC=C([N+]([O-])=O)O1)=O,25,
253,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=COC(Br)=C2)=O)C(C(O)=O)N1C(C1=COC(Br)=C1)=O,25,
254,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(Br)SC=C2)=O)C(C(O)=O)N1C(C1=C(Br)SC=C1)=O,25,
255,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)=O)C(C(O)=O)N1C(C1=CC(C(C)(C)C)=CC(C(C)(C)C)=C1)=O,25,
256,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C)OC=C2)=O)C(C(O)=O)N1C(C1=C(C)OC=C1)=O,25,
257,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C(F)(F)F)OC(C)=C2)=O)C(C(O)=O)N1C(C1=C(C(F)(F)F)OC(C)=C1)=O,25,
258,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%30[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%31=CC=C(C(F)(F)F)C=C%31)=O)C(C(O)=O)N%30C(C%32=CC=C(C(F)(F)F)C=C%32)=O,25,
259,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%92[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%93=CC=CC(C%94=CC=CC=C%94)=C%93)=O)C(C(O)=O)N%92C(C%95=CC(C%96=CC=CC=C%96)=CC=C%95)=O,25,
260,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%10[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%11=CSC=C%11)=O)C(C(O)=O)N%10C(C%12=CSC=C%12)=O,25,
261,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(CC)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1CC)=O,25,
262,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%33[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%34=CC=C([N+]([O-])=O)C=C%34)=O)C(C(O)=O)N%33C(C%35=CC=C([N+]([O-])=O)C=C%35)=O,25,
263,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%39[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%40=CC=C(CC)C=C%40)=O)C(C(O)=O)N%39C(C%41=CC=C(CC)C=C%41)=O,25,
264,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]%80[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%81=CC=CC(C)=C%81)=O)C(C(O)=O)N%80C(C%82=CC(C)=CC=C%82)=O,25,
265,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(Br)C=CO2)=O)C(C(O)=O)N1C(C1=C(Br)C=CO1)=O,25,
266,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(Br)=CS2)=O)C(C(O)=O)N1C(C1=CC(Br)=CS1)=O,25,
267,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(C=CC=C3)=C3S2)=O)C(C(O)=O)N1C(C1=CC2=C(C=CC=C2)S1)=O,25,
268,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(Br)OC=C2)=O)C(C(O)=O)N1C(C1=C(Br)OC=C1)=O,25,
269,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C)OC=C2C)=O)C(C(O)=O)N1C(C1=C(C)OC=C1C)=O,25,
270,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(C(F)(F)F)OC=C2)=O)C(C(O)=O)N1C(C1=C(C(F)(F)F)OC=C1)=O,25,
271,C12=C(C=CN2C3=NC=CC4=C3C=CC=C4)C=CC=C1,C=CCC1=CC=CC=C1,C8(OC)=CC=CC=C8[C@H]%45[C@H](C9=CC=CC=C9OC)N(C(C%46=CC=C(C(C)(C)C)C=C%46)=O)C(C(O)=O)N%45C(C%47=CC=C(C(C)(C)C)C=C%47)=O,25,
